chr;pos;B73;B97;CML103;CML228;CML247;CML277;CML322;CML333;CML52;CML69;HP301;Il14H;Ki11;KI3;Ky21;M162W;M37W;Ms71;NC350;Oh43;Oh7B;P39;Tx303;Tzi8
8;82235752;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;82582575;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;82710229;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;82856261;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;90837982;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;99959233;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;99959553;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;100564485;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;100932328;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;105795685;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;105795742;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;105796017;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;111333947;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;112318768;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;115257396;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;117273146;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;118438296;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;118438383;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;118439775;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;118668444;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;123272935;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;123599285;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;124752481;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;124752624;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;126154819;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;126155082;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;128613886;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;128613967;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;129044327;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;129163361;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;129163536;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;131568112;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;133529939;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;133744777;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;133775120;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;133775220;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;134140609;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;137480768;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;140212456;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;144443084;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;146342067;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;146342784;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;151452567;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;152155087;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;154672041;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;155071379;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;155484031;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;155571435;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;156061850;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;158949206;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;159478545;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;159897838;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;159897914;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;160536300;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;161460108;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;162446230;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;163067200;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;163565334;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;163565396;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;163939189;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;164113892;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;164369718;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;164795880;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;165809816;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;166984405;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;169471006;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;170014475;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;170632002;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;171099906;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;171703522;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;171827952;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;171870428;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
8;172057935;NC_024466.2;LR622805.1;LR617281.1;LR626771.1;LR615277.1;LR612613.1;LR624073.1;LR610911.1;LR698834.1;LR622005.1;LR619276.1;LR612895.1;LR620674.1;LR625238.1;LR608027.1;LR611707.1;LR627510.1;LR633940.1;LR609819.1;LR614208.1;LR615892.1;LR608440.1;LR631179.1;LR630134.1
9;3955377;NC_024467.2;LR622806.1;LR617282.1;LR626772.1;LR615278.1;LR612614.1;LR624074.1;LR610912.1;LR698835.1;LR622006.1;LR619277.1;LR612896.1;LR620675.1;LR625239.1;LR608028.1;LR611708.1;LR627511.1;LR633941.1;LR609820.1;LR614209.1;LR615893.1;LR608441.1;LR631180.1;LR630135.1
9;8620530;NC_024467.2;LR622806.1;LR617282.1;LR626772.1;LR615278.1;LR612614.1;LR624074.1;LR610912.1;LR698835.1;LR622006.1;LR619277.1;LR612896.1;LR620675.1;LR625239.1;LR608028.1;LR611708.1;LR627511.1;LR633941.1;LR609820.1;LR614209.1;LR615893.1;LR608441.1;LR631180.1;LR630135.1
9;9885845;NC_024467.2;LR622806.1;LR617282.1;LR626772.1;LR615278.1;LR612614.1;LR624074.1;LR610912.1;LR698835.1;LR622006.1;LR619277.1;LR612896.1;LR620675.1;LR625239.1;LR608028.1;LR611708.1;LR627511.1;LR633941.1;LR609820.1;LR614209.1;LR615893.1;LR608441.1;LR631180.1;LR630135.1
9;9885916;NC_024467.2;LR622806.1;LR617282.1;LR626772.1;LR615278.1;LR612614.1;LR624074.1;LR610912.1;LR698835.1;LR622006.1;LR619277.1;LR612896.1;LR620675.1;LR625239.1;LR608028.1;LR611708.1;LR627511.1;LR633941.1;LR609820.1;LR614209.1;LR615893.1;LR608441.1;LR631180.1;LR630135.1
9;11339891;NC_024467.2;LR622806.1;LR617282.1;LR626772.1;LR615278.1;LR612614.1;LR624074.1;LR610912.1;LR698835.1;LR622006.1;LR619277.1;LR612896.1;LR620675.1;LR625239.1;LR608028.1;LR611708.1;LR627511.1;LR633941.1;LR609820.1;LR614209.1;LR615893.1;LR608441.1;LR631180.1;LR630135.1
9;11340882;NC_024467.2;LR622806.1;LR617282.1;LR626772.1;LR615278.1;LR612614.1;LR624074.1;LR610912.1;LR698835.1;LR622006.1;LR619277.1;LR612896.1;LR620675.1;LR625239.1;LR608028.1;LR611708.1;LR627511.1;LR633941.1;LR609820.1;LR614209.1;LR615893.1;LR608441.1;LR631180.1;LR630135.1
